mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.08092207908630371;0.005651551173536464;0.0037635326385498046;0.0002107667490917115;19;;2;16;36;{'max_depth': 19, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 16, 'n_estimators': 36};0.7988826815642458;0.8539325842696629;0.8202247191011236;0.8033707865168539;0.848314606741573;0.8249450756386919;0.022598189053308185;6
0.2901164531707764;0.010220800693839236;0.012330722808837891;0.0004927851089154028;12;sqrt;17;8;191;{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 8, 'n_estimators': 191};0.7653631284916201;0.8258426966292135;0.8146067415730337;0.7191011235955056;0.8089887640449438;0.7867804908668633;0.03957919582381352;190
0.13355412483215331;0.00872112132118244;0.005473899841308594;0.0003450664111115183;6;;8;5;66;{'max_depth': 6, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 66};0.770949720670391;0.8426966292134831;0.8089887640449438;0.7865168539325843;0.848314606741573;0.8114933149205952;0.030342490891572805;40
0.2901658535003662;0.010727719321305774;0.012003326416015625;0.002041923582735813;17;;12;5;141;{'max_depth': 17, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 5, 'n_estimators': 141};0.7653631284916201;0.8370786516853933;0.8089887640449438;0.797752808988764;0.8314606741573034;0.8081288054736049;0.025767319035882884;56
0.2749646663665771;0.027283872383399004;0.011482667922973634;0.0020604391467196406;20;log2;7;20;159;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 20, 'n_estimators': 159};0.8044692737430168;0.8314606741573034;0.8146067415730337;0.7584269662921348;0.8314606741573034;0.8080848659845584;0.026886320632505276;59
0.2900221824645996;0.028034046371877685;0.012224102020263672;0.0006913296812683667;20;log2;19;14;173;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 19, 'min_samples_split': 14, 'n_estimators': 173};0.7877094972067039;0.8370786516853933;0.8146067415730337;0.7078651685393258;0.8146067415730337;0.7923733601154981;0.04505684333623248;156
0.10205626487731934;0.00400983368197228;0.004939413070678711;0.00034477603805483834;17;;19;19;53;{'max_depth': 17, 'max_features': None, 'min_samples_leaf': 19, 'min_samples_split': 19, 'n_estimators': 53};0.7374301675977654;0.8146067415730337;0.8314606741573034;0.7696629213483146;0.8089887640449438;0.7924298537442722;0.03415469365450614;153
0.03192481994628906;0.007895674794706275;0.002693653106689453;0.0005910146995743795;9;;14;6;13;{'max_depth': 9, 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 6, 'n_estimators': 13};0.7486033519553073;0.8370786516853933;0.8033707865168539;0.7696629213483146;0.8314606741573034;0.7980352771326344;0.03440527785849654;103
0.11457967758178711;0.00567058136145901;0.00525813102722168;0.0010218500634158931;6;;2;5;55;{'max_depth': 6, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 55};0.776536312849162;0.848314606741573;0.8146067415730337;0.8089887640449438;0.8426966292134831;0.8182286108844391;0.025847984409057938;20
0.09428753852844238;0.005499068840426305;0.00494074821472168;0.0011416708650024527;6;;12;16;48;{'max_depth': 6, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 16, 'n_estimators': 48};0.776536312849162;0.8202247191011236;0.8146067415730337;0.8089887640449438;0.8258426966292135;0.8092398468394955;0.01728993798052337;51
0.016802215576171876;0.0031073261205067553;0.0024509429931640625;0.00023114732272055903;8;log2;15;2;8;{'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 2, 'n_estimators': 8};0.7988826815642458;0.8202247191011236;0.8146067415730337;0.7752808988764045;0.8202247191011236;0.8058439520431862;0.017163676227721216;64
0.07499890327453614;0.005965463827465551;0.003982257843017578;0.00035685272134750555;13;;5;18;33;{'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 18, 'n_estimators': 33};0.7877094972067039;0.8258426966292135;0.8089887640449438;0.797752808988764;0.8370786516853933;0.8114744837110038;0.01800698033049689;44
0.07810096740722657;0.0023746930706202538;0.004474925994873047;0.00038206154096404927;16;sqrt;16;18;50;{'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 50};0.7988826815642458;0.8258426966292135;0.8202247191011236;0.7134831460674157;0.8146067415730337;0.7946079969870065;0.04154825402730819;143
0.04302945137023926;0.004755962180866722;0.0036294937133789064;0.00035410289521115815;6;sqrt;20;16;25;{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 16, 'n_estimators': 25};0.7877094972067039;0.8258426966292135;0.8089887640449438;0.7191011235955056;0.8033707865168539;0.7890025735986442;0.03701613911531814;181
0.27219090461730955;0.01586344712910589;0.010116767883300782;0.000856475670049249;11;;14;4;135;{'max_depth': 11, 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 4, 'n_estimators': 135};0.7486033519553073;0.8314606741573034;0.8089887640449438;0.7640449438202247;0.8258426966292135;0.7957880861213986;0.03341884878051395;124
0.3096182823181152;0.009336478681434977;0.010842418670654297;0.0008493790638934834;19;;15;11;159;{'max_depth': 19, 'max_features': None, 'min_samples_leaf': 15, 'min_samples_split': 11, 'n_estimators': 159};0.7430167597765364;0.8258426966292135;0.8089887640449438;0.7752808988764045;0.8314606741573034;0.7969179586968803;0.033313797743007564;114
0.20100488662719726;0.002306879273656649;0.011342096328735351;0.0024555654500924644;4;sqrt;10;5;129;{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 129};0.8156424581005587;0.848314606741573;0.8202247191011236;0.7359550561797753;0.8258426966292135;0.8091959073504487;0.038300922236298815;55
0.23481807708740235;0.006249375782978219;0.00913844108581543;0.0006230536961385288;20;;20;17;129;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 20, 'min_samples_split': 17, 'n_estimators': 129};0.7541899441340782;0.8146067415730337;0.8202247191011236;0.7752808988764045;0.8146067415730337;0.7957818090515347;0.026292137858648836;125
0.050799226760864256;0.0011939974219620962;0.003199911117553711;0.00040013813925586413;10;;12;19;26;{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 19, 'n_estimators': 26};0.7653631284916201;0.8426966292134831;0.8202247191011236;0.8146067415730337;0.8202247191011236;0.812623187496077;0.02552420861102738;35
0.17069859504699708;0.01247234182032842;0.007991838455200195;0.0004488733226658383;3;log2;2;12;113;{'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 12, 'n_estimators': 113};0.8100558659217877;0.8258426966292135;0.8146067415730337;0.7415730337078652;0.8033707865168539;0.7990898248697509;0.02967575712898919;101
0.1591010570526123;0.014198001434022174;0.006807184219360352;0.0005125184016462678;16;;12;17;79;{'max_depth': 16, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 17, 'n_estimators': 79};0.7877094972067039;0.8314606741573034;0.8033707865168539;0.7752808988764045;0.8370786516853933;0.8069801016885318;0.024060107864846653;61
0.2482780933380127;0.004082139897202691;0.011236190795898438;0.0006275443858411984;20;log2;14;9;165;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 14, 'min_samples_split': 9, 'n_estimators': 165};0.7877094972067039;0.8370786516853933;0.8089887640449438;0.7191011235955056;0.8033707865168539;0.7912497646098802;0.03944575530298221;163
0.18032269477844237;0.007712511265469107;0.013906192779541016;0.010334769948911356;16;sqrt;13;11;117;{'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 13, 'min_samples_split': 11, 'n_estimators': 117};0.7821229050279329;0.848314606741573;0.8089887640449438;0.7359550561797753;0.8089887640449438;0.7968740192078337;0.037063144919758984;117
0.22467613220214844;0.012396565266369586;0.009717178344726563;0.0009805037666322835;2;sqrt;14;11;149;{'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 11, 'n_estimators': 149};0.7821229050279329;0.8202247191011236;0.8089887640449438;0.7191011235955056;0.797752808988764;0.7856380641516539;0.03557465314182541;194
0.10196809768676758;0.0012884248493762877;0.004912042617797851;0.0004909561925058326;9;;2;20;49;{'max_depth': 9, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 49};0.7877094972067039;0.8426966292134831;0.8202247191011236;0.797752808988764;0.8370786516853933;0.8170924612390935;0.021457926227961305;25
0.11012005805969238;0.005280194111213267;0.0059473514556884766;0.0005094196222358233;10;sqrt;16;17;70;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 17, 'n_estimators': 70};0.7877094972067039;0.8370786516853933;0.8089887640449438;0.7134831460674157;0.8089887640449438;0.7912497646098802;0.04192806111737026;163
0.3464252471923828;0.012990368430725803;0.012324333190917969;0.0006855665113607393;13;;13;10;182;{'max_depth': 13, 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 10, 'n_estimators': 182};0.7430167597765364;0.8146067415730337;0.8089887640449438;0.7584269662921348;0.8314606741573034;0.7912999811687904;0.03429543397186376;159
0.19939303398132324;0.010692541809866231;0.009315204620361329;0.0007476785566095896;3;log2;11;8;134;{'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 11, 'min_samples_split': 8, 'n_estimators': 134};0.8044692737430168;0.8258426966292135;0.8146067415730337;0.7191011235955056;0.8089887640449438;0.7946017199171427;0.038421075517328866;146
0.17500147819519044;0.0045585417512563125;0.008114910125732422;0.0004907567307236167;3;sqrt;10;20;118;{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 118};0.8100558659217877;0.8314606741573034;0.8146067415730337;0.7247191011235955;0.8089887640449438;0.7979662293641328;0.03750088494142216;111
0.2715746402740479;0.006615467640535584;0.011516904830932618;1.628243549248111e-06;10;log2;13;9;179;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 9, 'n_estimators': 179};0.7988826815642458;0.8370786516853933;0.8146067415730337;0.7303370786516854;0.8089887640449438;0.7979787835038603;0.03606307147177232;110
0.15050182342529297;0.004900123087155952;0.007503032684326172;0.0005595753026893931;7;sqrt;10;13;96;{'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 13, 'n_estimators': 96};0.7932960893854749;0.8202247191011236;0.8146067415730337;0.7359550561797753;0.8202247191011236;0.7968614650681062;0.03202774005043063;122
0.17375006675720214;0.009679827951504362;0.018777179718017577;0.010853587781867782;5;sqrt;11;5;113;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 11, 'min_samples_split': 5, 'n_estimators': 113};0.8100558659217877;0.8426966292134831;0.8146067415730337;0.7471910112359551;0.8033707865168539;0.8035842068922227;0.03121985997983963;73
0.32825183868408203;0.025065320127900616;0.021947574615478516;0.020660661256915906;18;;6;3;136;{'max_depth': 18, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 3, 'n_estimators': 136};0.7932960893854749;0.848314606741573;0.8089887640449438;0.8089887640449438;0.8426966292134831;0.8204569706860838;0.021313860739757856;13
0.18293676376342774;0.02608344147311559;0.007010602951049804;0.00089909039756922;5;;7;12;84;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 12, 'n_estimators': 84};0.7821229050279329;0.8314606741573034;0.8314606741573034;0.8033707865168539;0.8370786516853933;0.8170987383089574;0.021087877632717012;24
0.18920040130615234;0.023003919493423442;0.012744569778442382;0.01090701009780743;6;sqrt;17;15;106;{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 15, 'n_estimators': 106};0.8044692737430168;0.8258426966292135;0.8146067415730337;0.7134831460674157;0.797752808988764;0.7912309334002887;0.040017270054123436;172
0.38502917289733884;0.03369313821462176;0.012043523788452148;0.001296658536613127;8;;10;9;182;{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 9, 'n_estimators': 182};0.7821229050279329;0.8426966292134831;0.8089887640449438;0.7921348314606742;0.8370786516853933;0.8126043562864856;0.023940463027539927;37
0.016929483413696288;0.006832815372272714;0.0022630214691162108;0.0004384907860167419;18;log2;9;8;7;{'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 7};0.7988826815642458;0.8146067415730337;0.8258426966292135;0.7584269662921348;0.8146067415730337;0.8024731655263324;0.02363701149211264;75
0.39102783203125;0.025386986377468737;0.012119579315185546;0.004403289670491028;19;;3;19;196;{'max_depth': 19, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 19, 'n_estimators': 196};0.7877094972067039;0.8426966292134831;0.8089887640449438;0.7921348314606742;0.8370786516853933;0.8137216747222398;0.022583719734380857;33
0.1542215347290039;0.009021523121739419;0.008007192611694336;0.0022635917626802147;6;sqrt;4;14;92;{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 14, 'n_estimators': 92};0.7877094972067039;0.8370786516853933;0.8202247191011236;0.7640449438202247;0.8314606741573034;0.8081036971941498;0.027889469965162672;58
0.28194680213928225;0.004243571833759485;0.017436933517456055;0.012877604521862483;19;log2;10;12;174;{'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 12, 'n_estimators': 174};0.7988826815642458;0.8370786516853933;0.8146067415730337;0.7415730337078652;0.8202247191011236;0.8024731655263324;0.03280731206573743;75
